Query,Label
"['-6307 = union select 8916,8916,8916,891,8916,8916,8916 --']",1.0
amarilis,0.0
= dbms_utilitysqlid_to_sqlhash chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr =,1.0
rlike select case = else 0x28 end hqcz like hqcz,1.0
-7851 = dvbw like dvbw,1.0
mahonri,0.0
"-8893 % union select 1254,1254 --",1.0
-2749 fiho = = #,1.0
cobradora,0.0
"iif = 5257,1,1/0",1.0
select tower sometime union,0.0
83320221f,0.0
"['-6431 union select 2358,2358,2358,2358,235T8,2358,2358,2358,2358,2358 #']",1.0
['-345 = = #'],1.0
"% = benchmark , md5 0x544d5a4c #",1.0
,0.0
select min explain wrote eight,0.0
select * indeed,0.0
15984899z,0.0
"= select count * generate_series 1,5000000 --",1.0
"= select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 --",1.0
select * select sleep srmq % =,1.0
batallanos halpin,0.0
"call regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null ckpm = ckpm",1.0
"select riding , brush value = family union select thread , supply liquid",0.0
"select * user id = # @ union select , version --",1.0
pesche @ campodegolfcomsy,0.0
"rangnick scolding ref : mane diver satisfied ralf rangnick present winning form austrian bundesliga table-toppers , red bull salzburg , sporting director & quot ; bull & quot ; expressed equal disappointment referee",0.0
1|| select npdx dual = sleep ||,1.0
aida,0.0
select * keep = claw,0.0
gintaras,0.0
"['= dbms_pipereceive_message chr ||chr ||chr ||hr ,5 =']",1.0
"row 6237,7469 > select count * , concat 0x7171706a71 , select elt = 6237,1 ,0x717a767a71 , floor rand * x select union select union select union select group x",1.0
waitfor delay 0:0:10 --,1.0
"['% Eelt = , sleep #']",1.0
= utl_inaddrget_host_address select count distinct granted_role dba_role_privs grantee = syslogin_user =,1.0
select forest struggle full outer join,0.0
63171354z,0.0
"= elt = , sleep --",1.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 iaud = iaud",1.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
select * select blew method,0.0
"select select count * , concat 0x7171706a71 , select elt = 9067,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x dtfg = dtfg",1.0
"select select count * , concat 0x7171706a71 , select elt = 9173,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x lwlh = lwlh",1.0
"select benchmark , md5 0x4c4d6142 =",1.0
1+ select gkve = waitfor delay 0:0:5 +,1.0
29283698y,0.0
"['= select count * all_users t1 , all_users t2 , all_users t3 , all_users t4 , all_Qsers t5 --']",1.0
burg,0.0
select distinct lion lower,0.0
"% char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null % =",1.0
select count whale chamber,0.0
symon,0.0
"= benchmark , md5 0x76555642 subq like subq",1.0
desiree,0.0
['rlke select * select sleep sgvo bxct like bxct'],1.0
"-8013 % = convert int , select char +char +char +char +char + select case = char else char end +char",1.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4",1.0
,0.0
"['elt = , sleep zzcr = zzca']",1.0
['x = x'],1.0
bez clua,0.0
"c/ arroyo de la pavas , , 13c",0.0
atuesta venturi,0.0
['1|| select afu ='],1.0
['= * nhld = hld'],1.0
54180440f,0.0
['= #'],1.0
select third dozen union select wonderful opportunity order welcome,0.0
vzdq =,1.0
,0.0
select * future already = letter,0.0
= rlike select * select sleep sgvo --,1.0
martn miguel,0.0
"best name , like & quot ; terror behind wall & quot ; , way actual prison , & quot ; howl-o-scream & quot ; & quot ; house shock",0.0
select * announced lesson sometime habit,0.0
"select count try , statement somewhere everybody",0.0
= #,1.0
"['% char ||char ||char ||char = regexp_substring reeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --']",1.0
select * protection fetch first percent row onlyselect top * higher,0.0
476e+14,0.0
"= dbms_pipereceive_message chr ||chr ||chr ||chr ,5",1.0
% = select pg_sleep --,1.0
['='],1.0
sqlattempt2,1.0
"['-9860 % aunion select 6996,6996,6996,6996,6996,6996 #']",1.0
sant mori,0.0
,0.0
"select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4",1.0
"c/ san blas ,",0.0
= select pg_sleep,1.0
-1765 order --,1.0
"['-2803 jciy = make_set = 6550,6W50 --']",1.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
['-6500 = * padu lke padu'],1.0
"1+ select ijck = select * select * select concat 0x7171706a71 , select elt = 8113,1 ,0x717a767a71,0x78 , , +",1.0
['='],1.0
"make_set = 1867,1867",1.0
marla,0.0
select * select sleep srmq kerg like kerg,1.0
alfeo,0.0
385e+14,0.0
gil garca,0.0
-9653 = = #,1.0
seda,0.0
"['-1270|| select mgdi = Gunion select 6785,6785 #']",1.0
"char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
"select benchmark , md5 0x4c4d6142 % =",1.0
select case = else * select information_schemacharacter_sets end #,1.0
"['ssez = char ||char ||char ||char = regexp_substring repeat righ char ,0 ,5000000000 , null --']",1.0
"= = convert int , select char +char +char +char +char + select case = char else char end +char +char +char +char +char --",1.0
janeva,0.0
491vi06a5,0.0
delete orange dream = sold,0.0
fravel @ filtraciondehumossz,0.0
"select language , like , clothing , relationship , useful melted join plural rowlimited = masterconsist inner join currenton ordersconstruction = clearlycollectid",0.0
select * six community = famous luck = engine,0.0
"['= = select count * sysibmsystables t1 , sysibmsysptables t2 , sysibmsystables t3 --']",1.0
atajar,0.0
", select case = ascii regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null else 5141/ select value end value",1.0
spaeth @ directoriogratuitokr,0.0
star,0.0
select top * seldom fresh = piano,0.0
"['% char ||char ||char ||char = regexp_substring repeat left crypt_key char ||cha ||char , null ,0 ,500000000 , null --']",1.0
select * equally crew 1996-07-01 1996-07-31,0.0
camueso,0.0
patron johan philipp neumann mind mass performed part church service,0.0
pierfederici @ softstylestudiols,0.0
"['row 6237,7469 > select count * , concat 0x7171706a71 , select elt = 6237,1 ,0x717a767a71 , flor rand * x sleect union select union select union select group x =']",1.0
"['row 1045,7562 > select count * , concat 0x7171706a71 , select elt = 1045,1 ,0x71a7767a71 , floor rand * x select union sleect union select union select group x']",1.0
hoseok,0.0
"-5780 make_set = 4518,4518 -- icit",1.0
select min thrown poor evening,0.0
fanny,0.0
['1+ select echl = rlike zselect * select sleep vwyq #'],1.0
,0.0
end % =,1.0
"-4280 % union select 7981,7981 --",1.0
"select * user id = + @ @ union select , version --",1.0
"macario , ,",0.0
palau-saverdera,0.0
['-A889 vvuo = = * --'],1.0
"select * select * select concat 0x7171706a71 , select elt = 8113,1 ,0x717a767a71,0x78 , , mejy = mejy",1.0
"select skill , bar , go seen left join order balloonbuiltid = shademarried order scientisthalf",0.0
1|| select dsjg = = --,1.0
['-7773 = qqpjq|| select case else end rdb $ database ||zqvzq'],1.0
"= extractvalue , concat 0x5c,0x7171706a71 , select elt = 7982,1 ,0x717a767a71 --",1.0
select * team tax 1996-07-01 1996-07-31,0.0
['-400f = --'],1.0
"insert ray fog , rising , tall value rule , grabbed ,",0.0
['isnul 1/0 / *'],1.0
"stating reason , felder-bauer said : & quot ; barely skilled worker field skilled craft trade , healthcare geriatric care",0.0
-2605 = utl_inaddrget_host_address chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr cikb like cikb,1.0
= --,1.0
"avenida san francisco javier , ,",0.0
"unlike system earth , could also prove gravitational wave created big bang , thus provide fresh knowledge regarding origin cosmos",0.0
"['-4802 union select 7381,7381,7381,7381,7381,7381,381,7381,7381,7381 --']",1.0
-1866 cwtv = order --,1.0
putrefa8tiva,0.0
c1236ometimi8nto,0.0
-6523 = select upper xmltype chr ||chr ||chr ||chr ||chr ||chr ||chr || select case = else end,1.0
"['= select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystableas t3 vypw like vypw']",1.0
russel @ hipermadridwf,0.0
select officer garden union select full obtain order captain,0.0
select * eleven = air series = wheat interior = bowl,0.0
= select * select sleep ydpu --,1.0
select * someone fetch first percent row,0.0
"clhk = select select count * , concat 0x7171706a71 , select elt = 9173,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x --",1.0
"procedure analyse extractvalue , concat 0x5c , benchmark , md5 0x52515a50 ,1",1.0
select general union,0.0
"['= dbms_pipereceive_message chr ||ch ||chr ||chr ,5 stqq = stqq']",1.0
select bark select space bend,0.0
= select pg_sleep zgoy like zgoy,1.0
select * calm past select system develop,0.0
"1|| select eils = = benchmark , md5 0x544d5a4c #",1.0
", select case = select pg_sleep else 1/ select end",1.0
"select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 +",1.0
"% = select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
calle tresmall,0.0
"boolean mode char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null #",1.0
select * atomic machinery = load give = view toy = amount,0.0
select count table location,0.0
cinthia,0.0
"alonso de mendoza , 3b",0.0
"union select null , null , null , null , null , null , null , null --",1.0
= sleep --,1.0
select top * ear select * 3select * badly,0.0
5ifi3a2i05,0.0
"select * user id = union select , version --",1.0
"truck , front seat may defect reclining mechanism",0.0
patric_congregation @ annoyanczr,0.0
"1|| select hvqw dual = union select null , null , null --",1.0
select avg chemical ant,0.0
select easier giving right join,0.0
"= like abcdefg , upper hex randomblob 500000000/2 --",1.0
dgso = = cast chr ||chr ||chr ||chr ||chr || select case = else end : :text|| chr ||chr ||chr ||chr ||chr numeric --,1.0
"-9606 % union select 8572,8572,8572,8572,8572,8572,8572,8572,8572 --",1.0
,0.0
"-8599 elt = 2324,2324 =",1.0
['-h2211 = #'],1.0
"-7111 % union select 6083,6083,6083,6083,6083,6083 --",1.0
* | mail = *,1.0
select * thousand exciting = courage limit,0.0
"= select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 lmoh like lmoh",1.0
select count today atomic,0.0
roldan,0.0
"exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a767a71,0x78 x tnfm like tnfm",1.0
damia @ elgrancolisionadordehadroneses,0.0
tley =,1.0
perl,0.0
"new carry-on fee bag overhead bin , small bag seat still free",0.0
['ryfks ='],1.0
"= select count * generate_series 1,5000000",1.0
1ici3a6te,0.0
& quot ;,0.0
"['% union select null , null , null , null , nulel , null --']",1.0
adminor = =,1.0
['foul = char +char +char +char +char + select ase = char else char end +char +char +char +char +char --'],1.0
select option_value wp_options option_name = houzez_settings limit,0.0
['= select g_sleep ='],1.0
"row 1045,7562 > select count * , concat 0x7171706a71 , select elt = 1045,1 ,0x717a767a71 , floor rand * x select union select union select union select group x xmvr = xmvr",1.0
['irck = sleect * select sleep ydpu --'],1.0
select pg_sleep mgbm like mgbm,1.0
"ywtu = = select count * domaindomains t1 , domaincolumns t2 , domaintables t3 --",1.0
select flag directly union select combination swim order triangle,0.0
jqli =,1.0
= dbms_utilitysqlid_to_sqlhash chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr pneh like pneh,1.0
select count productid product ;,0.0
select team pack,0.0
"favourite , andre maier / matthias bronner , tied michael klippel sadmin osmicic team sg rohrweiler , meaning last two game produce victor",0.0
['-289 union select --'],1.0
['% = * % ='],1.0
"['= mak_eset = 7684,7684 --']",1.0
2l1o03na,0.0
"['select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystbles t3 kiex = kiex']",1.0
"select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 btnl = btnl",1.0
eleven men took part exercise,0.0
chusma,0.0
"panic broke among waiting , many hiding behind seat fear",0.0
['-1302 rshr = = dbms_utilitysqlid_to_sqlhash chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||crh ||chr ||chr ||chr --'],1.0
select * thee shaking like kill %,0.0
['seelct * select sleep gcrr #'],1.0
"select * user id = union select +\ , @ @ version --",1.0
['1+ semect phtz ='],1.0
"['procedure analyse extractvalue , concat 0x5c,0x7171706a71 , select cYase = else end ,0x717a767a71 ,1 # mafe']",1.0
select * dot hungry = threw,0.0
"['1+ select wkcdq = = benchmark , md5 0x6d457153 #']",1.0
santa cruz de la palma,0.0
"recently , really & apos ; feel sorry much grief caused people",0.0
"['union select null , null , null , null , null , null , nuJl , null , null #']",1.0
nelber,0.0
s46085i9_s9,0.0
"bwjl = union select null , null , null , null , null , null , null #",1.0
select distinct wealth planet,0.0
ford-milani @ castigadasmk,0.0
select * sad,0.0
['-5577 % = % ='],1.0
,0.0
250e+14,0.0
"c/ virgen de la paloma ,",0.0
usma launes,0.0
select * fuel fetch first row select top percent * told,0.0
"['-3109 elt = x032,3623']",1.0
wuws = union select null #,1.0
"select customername , contactname customer country = brazil ; create replace view brazil customer",0.0
waitfor delay 0:0:5 fjpf like fjpf,1.0
potts,0.0
medwin-whittinghill @ enlath,0.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
"boolean mode = select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 #",1.0
select avg son frighten select sum declared,0.0
"['= = ilke abcdefg , upper hex randomblob 500000000/2 --']",1.0
medium also reported several people injured,0.0
= select else drop function okos --,1.0
"select count * all_users t1 , all_users t2 , all_users t3 , all_users t4 , all_users t5 % =",1.0
select * factory team =,0.0
"['elt = , sleep fvrq = fvqr']",1.0
-9504 % =,1.0
"-5827 lskq = union select 7683,7683,7683,7683,7683 #",1.0
xtgr =,1.0
['fhlg = = cast chr ||chr ||chr ||chr ||chr || select case = else end : :teat|| chr ||chr ||chr ||chr ||chr numeric --'],1.0
select * port sent = root laid = ray point =,0.0
"iif = 4718,1,1/0",1.0
papageno,0.0
"c/ pozo seco , 6-d",0.0
select observe high right join,0.0
select top percent * report select * yesterday fetch first percent row onlyselect top * spirit,0.0
-7041 = = qqpjq|| select case else end rdb $ database ||qzvzq --,1.0
"% = benchmark , md5 0x6d457153 #",1.0
['else dbms_lcoksleep'],1.0
['% select * select sKleep gcrr #'],1.0
"['= like abcdefg , upper hex randomblob 5y0000000/2 cssb = cssb']",1.0
['1/ *'],1.0
"['% = dbms_pipereceive_mesIage chr ||chr ||chr ||chr ,5 --']",1.0
= zuhv = zuhv,1.0
"union select null , null , null , null , null , null , null , null , null , null --",1.0
= qqam like qqam,1.0
"calle principal , 3a",0.0
"scarborough jailed year pleading guilty conspiracy supply heroin , cocaine cannabis",0.0
"avda infante jaime , ,",0.0
"['-4756 % union select 8724,7824,7824,7824,7824,7824,7824,7824 #']",1.0
foixenc illanes,0.0
,0.0
select loss sale union,0.0
"group -- mix cameroonian doctor foreign medical student -- performed free surgery past year , know help make world difference help",0.0
"elt = , sleep dplf like dplf",1.0
select case = else * select information_schemacharacter_sets end #,1.0
select count possibly rose,0.0
,0.0
"unclear much capacity renamo , carried disruptive hit-and-run attack police station vehicle key north-south highway",0.0
,0.0
-3960 = #,1.0
langmann @ fest-tvsd,0.0
agam1,0.0
['x full_name ilke % bob %'],1.0
1|| select xmoq dual = = ||,1.0
"['call regexp_substring repeat right char ,0 ,500000000 , null cwat like cwPat']",1.0
-4952 = dbms_utilitysqlid_to_sqlhash chr ||chr ||chr ||chr ||chr || select case = else end dual,1.0
select option_value wp_options option_name = kc_optimized limit,0.0
addetia,0.0
['select * selecyt sleep srmq % ='],1.0
select usually actual union,0.0
"-5606 union select 7118,7118,7118,7118,7118,7118,7118,7118,7118 #",1.0
['rlike select case = else 0x28 end text lile text'],1.0
select count broke zulu,0.0
select case = else * select mysqldb end #,1.0
warde,0.0
"-5054 % union select 8263,8263,8263,8263 --",1.0
"= convert int , select char +char +char +char +char + select case = char else char end +char +char +char +char +char fkip = fkip",1.0
select count * column,0.0
"insert production trouble , personal , dish value short , table , trunk",0.0
"['select * user id = $ + < $ union saelect , @ @ version --']",1.0
select * pack fetch first percent row onlyselect top * furniture,0.0
=,1.0
"select * user id = # union select null , version --",1.0
"select * broad orange coach , breakfast , respect",0.0
"= select * select * select concat 0x7171706a71 , select elt = 8113,1 ,0x717a767a71,0x78 , , --",1.0
"select * order careful , send",0.0
['select * uxser id = ; _ = --'],1.0
select * user id = @ = --,1.0
['= dbms_utilitysqlid_to_sqlhash cr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr kcxw = kcxw'],1.0
branchadell arribas,0.0
"new bill , medium house fined million kenyan shilling individual journalist one million additional risk & quot ; de-listed , & quot ; barred receiving official press accreditation",0.0
select * create,0.0
select * grandfather shop = wild eaten = matter,0.0
"-1678 = = ctxsysdrithsxsn , chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr --",1.0
select count placeid right,0.0
", select case = else * select mysqldb end",1.0
"['-6581|| select hpjd = union slect 7608,7608,7608,7608,7608,7608,7608,7608 #']",1.0
select curve union,0.0
,0.0
1+ select emeu =,1.0
"& quot ; secretary state also admitted & apos ; guilty , along barack obama , & quot ; automatic pilot & quot ; incendiary revelation whistleblower edward snowden nsa & apos ; spying activity emerged",0.0
[''],1.0
"select copperid id , thee connected",0.0
select * level = might limit,0.0
31482726g,0.0
26562587w,0.0
"insert rapidly afraid , softly , depth value local , rise , exercise",0.0
otherwise consider emulating norway retaining economic independence,0.0
"insert mysqluser user , host , password value name , localhost , password pass123",1.0
pawluszek segu,0.0
uhmm = union select null #,1.0
"['= select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , ysusers sys5 , sysusers sys6 , sysusers sys7 --']",1.0
"['rqzz = char ||char ||char ||char = regexp_substring repeat right char ,0 ,0500000000 , null --']",1.0
hacinadora,0.0
"-7725 % union select 4559,4559,4559,4559,4559,4559,4559,4559,4559 --",1.0
59137152n,0.0
otoole,0.0
"% union select null , null , null #",1.0
"select format , ;",0.0
salce @ masqueclasestg,0.0
"1+ select ycsv = char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
"= like abcdefg , upper hex randomblob 500000000/2 bkcs = bkcs",1.0
['= = #'],1.0
"calle clara corral aller , ,",0.0
select min evening future primitive,0.0
montoro,0.0
streit bellavista,0.0
nickonov,0.0
"select count * generate_series 1,5000000 ihbe like ihbe",1.0
select count * education,0.0
select * peace outline = scared fetch first row,0.0
rhvm =,1.0
select min slab expect ride,0.0
select * flag worse = make fetch first row,0.0
"select * select * select concat 0x7171706a71 , select elt = 3484,1 ,0x717a767a71,0x78 , , sdnc = sdnc",1.0
"select troop , thousand , someone , energy , took handle join hello unionfish = littlenatural inner join keepon orderssides = policemorningid",0.0
['sleer -- ruuv'],1.0
"select dbms_pipereceive_message chr ||chr ||chr ||chr ,5 dual quqx = quqx",1.0
% char +char +char +char +char + select case = char else char end +char +char +char +char +char % =,1.0
['select cas = else * select information_schemacharacter_sets end #'],1.0
"= char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
,0.0
select top *,0.0
select sleep rzjf = rzjf,1.0
=,1.0
"% = select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
select distinct six thrown,0.0
"['elt = 4249,7259 vAhmc = vhmc']",1.0
"isabel la catolica ,",0.0
"['-7184 fshx = = ctxsysdrithsxsn , chr ||chr ||hcr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr --']",1.0
"select * user id = \ < $ union select , @ @ version --",1.0
,0.0
"[', select case = ejlse 1/ select end']",1.0
"mvai = exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a767a71,0x78 x --",1.0
select distinct specie identity,0.0
select * man = closely,0.0
"select dbms_pipereceive_message chr ||chr ||chr ||chr ,5 dual =",1.0
"['-3587 = ctxsysdrithsxsn , chr ||chr ||chr ||chr ||chr || select case = elKse end dual ||chr ||chr ||chr ||chr ||chr psqt lAike psqt']",1.0
"= procedure analyse extractvalue , concat 0x5c , benchmark , md5 0x52515a50 ,1 --",1.0
"select * user id = union select null , banner v $ version rownum = --",1.0
select case = else * select mastersysdatabases end --,1.0
1|| select xmoq dual = = ||,1.0
"-4135 union select 4413,4413,4413 #",1.0
"wves = = benchmark , md5 0x6d457153 #",1.0
delete friend,0.0
"learn great deal working doctor africa , said henne , example slow avoid burn-out",0.0
"['exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a7F67a71,0x78 x oyuj = oyuj']",1.0
select * user id = $ = = --,1.0
select * negative order smallest desc,0.0
"= = benchmark , md5 0x76555642 --",1.0
"calle arquitectura , ,",0.0
['% ordre --'],1.0
-9708 = = --,1.0
1|| select gnil dual = rlike select case = else 0x28 end ||,1.0
select * pie importance = anyway leave = wise policeman =,0.0
,0.0
select * tea gulf like explanation %,0.0
"select count * domaindomains t1 , domaincolumns t2 , domaintables t3 tbcc = tbcc",1.0
"union select null , null , null , null , null , null , null , null #",1.0
t31331,0.0
end # ckxq,1.0
select case = else * select mysqldb end #,1.0
sagu cnstenla,0.0
lana,0.0
zpvn = rlike select case = else 0x28 end --,1.0
"deadline application monday november , : p",0.0
,0.0
friera de valverde,0.0
896e+15,0.0
select * program tower like second %,0.0
"= dbms_pipereceive_message chr ||chr ||chr ||chr ,5 ekqv = ekqv",1.0
"updatexml , concat 0x2e,0x7171706a71 , select elt = 1808,1 ,0x717a767a71 ,8666 # fzni",1.0
1|| select lkmh =,1.0
"select select count * , concat 0x7171706a71 , select elt = 9173,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x =",1.0
"['= select coWnt * generate_series 1,5000000 kssm = kssm']",1.0
mahbeer,0.0
,0.0
= --,1.0
"['select * user bd = # ; union select , version --']",1.0
"select * egg order clothing , cheese",0.0
4s3as4ra,0.0
"1+ select tyuz = char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null +",1.0
"select river mainly , least friend exactly",0.0
"iif = 4158,1,1/0",1.0
-6865 = * =,1.0
% = * % =,1.0
select * user id = & = --,1.0
"union select null , null , null --",1.0
"% = like abcdefg , upper hex randomblob 500000000/2 --",1.0
select avg practical brother select sum yes,0.0
= qqpjq|| select case else end rdb $ database ||qzvzq =,1.0
"% select case = regexp_substring repeat right char ,0 ,500000000 , null else char ||char ||char ||char end information_schemasystem_users % =",1.0
=,1.0
"daughter former australian league player peter tunks , appealed department foreign affair canberra assist daughter",0.0
select count swam,0.0
,0.0
"-3074 union select 6131,6131,6131,6131,6131,6131,6131 --",1.0
select * move religious = lost fetch first row,0.0
select top * know aloud = buffalo select * hurt,0.0
"% char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null % =",1.0
"select * military order lower , courage",0.0
scheifel2,0.0
nexa =,1.0
"1+ select asdq = make_set = 8403,8899 +",1.0
,0.0
,0.0
kouhi,0.0
= = #,1.0
"= make_set = 1642,1642 --",1.0
"select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 ||",1.0
-9393 = = --,1.0
78154183e,0.0
['select pg_sleep vnss lioe vnss'],1.0
abarraganamiento,0.0
"ssez = char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null --",1.0
select * select sleep ydpu,1.0
"char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null bmbg like bmbg",1.0
"= select count * generate_series 1,5000000 --",1.0
['-6123 = qqopjq|| select case else end rdb $ database ||qzvzq zuzx = zuzx'],1.0
50708405y,0.0
60516960g,0.0
", cast chr ||chr ||chr ||chr ||chr || select case = else end : :text|| chr ||chr ||chr ||chr ||chr numeric",1.0
['1|| selet sbft ='],1.0
,0.0
"['updatexml , concat 0x2e,0x7171706a71 , select elt = 3393,1 ,0x717a767a71 ,1161 egzm = egzL']",1.0
18041890t,0.0
"calle licurgo ,",0.0
"['= select cowunt * generate_series 1,5000000 --']",1.0
"manzano , el",0.0
rlike sleep # urxh,1.0
select * select running possibly,0.0
= qqpjq|| select case else end rdb $ database ||qzvzq rgyc = rgyc,1.0
"updatexml , concat 0x2e,0x7171706a71 , select elt = 1808,1 ,0x717a767a71 ,8666 zpkv = zpkv",1.0
adahuesca,0.0
spared driving ban account special circumstance - spared fine,0.0
"['= benchmark , md5 0x694a4745 raru = rXru']",1.0
"['= select count * domaindomains t1 , domaincolumns 2 , domaintables t3 mvkg = mvkg']",1.0
"['-64X92 union select 7204,7204 --']",1.0
mcisaac_burnham5 @ lamarsrltv,0.0
